city,state_abbr,state,county,lat,lng,building_count,city_description,metro,updated_at
"West Monroe","LA","Louisiana","Ouachita",32.51214218,-92.14687347,771,"","Monroe, LA","0000-00-00 00:00:00"
"Canal Winchester","OH","Ohio","Franklin",39.84459305,-82.81462097,770,"","Columbus, OH","0000-00-00 00:00:00"
"Pigeon Forge","TN","Tennessee","Sevier",35.79460144,-83.56237030,769,"","Sevierville, TN","0000-00-00 00:00:00"
"Auburn","ME","Maine","Androscoggin",44.08243561,-70.24916077,768,"","Lewiston-Auburn, ME","0000-00-00 00:00:00"
"Eagle","ID","Idaho","Ada",43.69087982,-116.35407257,768,"","Boise City, ID","0000-00-00 00:00:00"
"Elmhurst","IL","Illinois","Cook",41.89980316,-87.93997955,768,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Chesterfield","VA","Virginia","Bedford",37.37592316,-77.50836945,765,"","Lynchburg, VA","0000-00-00 00:00:00"
"Hayden","ID","Idaho","Kootenai",47.76568222,-116.80814362,765,"","Coeur d'Alene, ID","0000-00-00 00:00:00"
"Clarksville","IN","Indiana","Floyd",38.32348633,-85.76914978,760,"","Louisville/Jefferson County, KY-IN","0000-00-00 00:00:00"
"Anderson","SC","South Carolina","Anderson",34.52102280,-82.64498138,759,"","Greenville-Anderson-Greer, SC","0000-00-00 00:00:00"
"Bogart","GA","Georgia","Clarke",33.94848251,-83.53299713,758,"","Athens-Clarke County, GA","0000-00-00 00:00:00"
"La Habra","CA","California","Los Angeles",33.93186951,-117.95046997,758,"","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"El Cajon","CA","California","San Diego",32.79495621,-116.96235657,756,"","San Diego-Chula Vista-Carlsbad, CA","0000-00-00 00:00:00"
"Garden City","ID","Idaho","Ada",43.64897156,-116.27981567,756,"","Boise City, ID","0000-00-00 00:00:00"
"Denton","TX","Texas","Denton",33.20639038,-97.13181305,751,"","Dallas-Fort Worth-Arlington, TX","0000-00-00 00:00:00"
"Sterling","VA","Virginia","Loudoun",38.99998474,-77.40591431,750,"","Washington-Arlington-Alexandria, DC-VA-MD-WV","0000-00-00 00:00:00"
"Amsterdam","NY","New York","Montgomery",42.93872452,-74.18928528,749,"","Amsterdam, NY","0000-00-00 00:00:00"
"Robstown","TX","Texas","Nueces",27.79875183,-97.65896606,749,"","Corpus Christi, TX","0000-00-00 00:00:00"
"Boerne","TX","Texas","Kendall",29.80845833,-98.74254608,748,"","San Antonio-New Braunfels, TX","0000-00-00 00:00:00"
"Chino Hills","CA","California","Los Angeles",33.95874023,-117.71459198,744,"","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Portsmouth","NH","New Hampshire","Rockingham",43.05738831,-70.78585815,744,"","Boston-Cambridge-Newton, MA-NH","0000-00-00 00:00:00"
"Los Lunas","NM","New Mexico","Valencia",34.80750656,-106.73583984,743,"","Albuquerque, NM","0000-00-00 00:00:00"
"Perris","CA","California","Riverside",33.79034805,-117.22608185,741,"Perris A town in Riverside County, Perris has a population of around 45,000. It was named in honor of Fred T Perris, former chief engineer of the California Southern Railroad. It is now home to the Orange Empire Railway Museum, the largest operating museum of its kind on the West Coast. Office space in Perris : Office space can be found throughout Perris in many options ranging from low-rise and converted warehouse space to lofts and high-rises. It is a beautiful, quieter place to run a business and is yet still fairly close to Los Angeles. Retail space in Perris : There are a few retail options in Perris, in a wide range of square footage. Family restaurants and smaller boutiques will do well here, as will convenience stores and coffee shops. Industrial space in Perris : Warehouse spaces are numerous in Perris, and can be found throughout the city. Some major industrial areas include Commerce Drive, and Harvill and Redlands Avenues. Businesses looking for space in Perris also look in nearby Sun City , Moreno Valley , Riverside and Corona .","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Lewiston","ME","Maine","Androscoggin",44.08922958,-70.16420746,740,"","Lewiston-Auburn, ME","0000-00-00 00:00:00"
"Nevada City","CA","California","Nevada",39.25891113,-121.01847076,738,"","Truckee-Grass Valley, CA","0000-00-00 00:00:00"
"Overland Park","KS","Kansas","Johnson",38.92755508,-94.68611145,738,"Overland Park Overland Park is the second largest city in Kansas with around 172,000 residents. It is a satellite city of Kansas City, Missouri. Over the years, Overland Park has consistently been in the top ten rankings for Money and CNN/Money magazine's ""100 Best Cities to Live."" Also, the Sprint world headquarters are located within a 240-acre campus in Overland Park, employing around 18,500 people. Office space in Overland Park : Overland Park has no shortage of available office space. From high-rise and loft, to converted warehouse and single story spaces, Overland Park is bound to have an office space that first your businesses needs. Local agents in the area would be happy to show interested parties available office space. Retail space in Overland Park : Located in a metropolitan area, Overland Park is packed with retailers that are local, regional and nationally recognized. Businesses may find space in strip malls, shopping centers, and free-standing buildings. Available retail space suitable for restaurants, grocery stores, clothing outlets and bookstores among other ventures can be found listed for lease on Rofo.com. Industrial space in Overland Park : A number of industrial business parks are located in the Overland Park area. Companies can find mid-size and large warehouse spaces suitable for distribution, wholesale, manufacture and storage purposes. Warehouses in Overland Park are available for sale, lease and subleases. Companies searching for space in Overland Park also look in Kansas City , Lenexa , Prairie Village , Leawood , Olathe , Shawnee and Lawrence .","Kansas City, MO-KS","0000-00-00 00:00:00"
"Winter Park","FL","Florida","Orange",28.59633446,-81.34095001,738,"","Orlando-Kissimmee-Sanford, FL","0000-00-00 00:00:00"
"Riverview","FL","Florida","Hillsborough",27.87352562,-82.31842041,737,"","Tampa-St. Petersburg-Clearwater, FL","0000-00-00 00:00:00"
"Davis","CA","California","Solano",38.55284882,-121.73474121,736,"","Vallejo, CA","0000-00-00 00:00:00"
"Alachua","FL","Florida","Alachua",29.78417778,-82.47328186,735,"","Gainesville, FL","0000-00-00 00:00:00"
"Springfield","IL","Illinois","Sangamon",39.80180740,-89.65327454,735,"","Springfield, IL","0000-00-00 00:00:00"
"Vancouver","WA","Washington","Clark",45.64019012,-122.67139435,735,"","Portland-Vancouver-Hillsboro, OR-WA","0000-00-00 00:00:00"
"Greeley","CO","Colorado","Weld",40.40609741,-104.69463348,734,"Greeley With a population of just over 100,000; Greeley is the 12th most populous city in the state of Colorado. The city is located about 50 miles northeast of Denver , the state capitol. U.S. Highways 85 and 34 converge in Greeley, making the city easily accessible and well-suited for distributors and manufacturers. The Greeley area is great for those who want to be in a bigger city but also enjoy all that the outdoors has to offer. Greeley lies just east of both the Rocky Mountain National Park and the Roosevelt National Forest. Office space in Greeley : Greeley is a great place for small, local businesses, as well as those serving the Front Range Urban Corridor . Low-rise, loft, and converted warehouse office space can be found throughout Greeley, with the main concentration of buildings located downtown. Buildings for lease are listed on Rofo.com. Retail space in Greeley : The options are endless for retailers looking for space in Greeley. Great ideas include restaurants, recreational services, cafes, clothing boutiques and bookstores. Wonderful retail space can be found downtown as well as throughout the city. Industrial space in Greeley : With the convergence of the 85 and 34 U.S. Highways, Greeley has tons of industrial warehouse space available that is easily accessible. Most warehouse options are located along major thoroughfares and on the outskirts of the city. Greeley is a great location for bigger distributors and manufacturers delivering to the entire Front Range Urban Corridor area. Companies searching for space in Greeley also look in nearby Fort Collins , Loveland and Longmont .","Greeley, CO","0000-00-00 00:00:00"
"Desert Hot Springs","CA","California","Riverside",33.96511078,-116.54499817,733,"","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Flower Mound","TX","Texas","Tarrant",33.02671432,-97.09090424,732,"","Dallas-Fort Worth-Arlington, TX","0000-00-00 00:00:00"
"Middletown","OH","Ohio","Butler",39.50428772,-84.37277985,732,"","Cincinnati, OH-KY-IN","0000-00-00 00:00:00"
"Bradford","PA","Pennsylvania","McKean",41.96399307,-78.63863373,730,"","Bradford, PA","0000-00-00 00:00:00"
"Humble","TX","Texas","Harris",29.99588966,-95.27144623,730,"","Houston-Pasadena-The Woodlands, TX","0000-00-00 00:00:00"
"Derry","NH","New Hampshire","Rockingham",42.89430618,-71.31355286,728,"","Boston-Cambridge-Newton, MA-NH","0000-00-00 00:00:00"
"Wood Dale","IL","Illinois","Cook",41.96342468,-87.97888184,728,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Palatine","IL","Illinois","Cook",42.11483383,-88.04856110,726,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Bowling Green","KY","Kentucky","Warren",36.97124481,-86.44570160,724,"","Bowling Green, KY","0000-00-00 00:00:00"
"Oceanside","CA","California","San Diego",33.18358612,-117.36923981,723,"","San Diego-Chula Vista-Carlsbad, CA","0000-00-00 00:00:00"
"Cedar City","UT","Utah","Iron",37.68185425,-113.08802032,720,"","Cedar City, UT","0000-00-00 00:00:00"
"Forest Park","GA","Georgia","Clayton",33.61933899,-84.35641479,720,"","Atlanta-Sandy Springs-Roswell, GA","0000-00-00 00:00:00"
"League City","TX","Texas","Galveston",29.50750732,-95.09520721,720,"","Houston-Pasadena-The Woodlands, TX","0000-00-00 00:00:00"
"Pocatello","ID","Idaho","Bannock",42.86854172,-112.44043732,720,"","Pocatello, ID","0000-00-00 00:00:00"
"Altamonte Springs","FL","Florida","Orange",28.66174507,-81.39503479,718,"","Orlando-Kissimmee-Sanford, FL","0000-00-00 00:00:00"
"Santa Clarita","CA","California","Los Angeles",34.43324661,-118.53139496,717,"Santa Clarita With a population of 180,000, Santa Clarita is the fourth largest city in Los Angeles County. Located 35 miles northwest of downtown LA, the city takes up most of the Santa Clarita Valley. It is known for being the home of Six Flags Magic Mountain amusement park. Office space in Santa Clarita : Santa Clarita is a great place for businesses, with its many business parks and close proximity to LA. Santa Clarita's Enterprise Zone covers 97% of all commercial, industrial and business zoned land within the city; allowing local businesses to claim hiring, sales and use tax credit. High-rise, loft, low-rise and converted warehouse office options are all available. Retail space in Santa Clarita : As such a large edge city of LA, Santa Clarita is a great place for all kinds of retailers. Family oriented restaurants, shopping centers and theaters will do well in Santa Clarita. Great retail spaces are located in or near downtown, with other options throughout the city for retailers such as coffee shops and convenience stores. Industrial space in Santa Clarita : There are many warehouse spaces within the Enterprise Zone of Santa Clarita and along I-5 and McBean Pkwy. Industrial buildings can be found in Santa Clarita that will fit any manufacturers requirements. Companies searching for space in Santa Clarita also look in nearby Simi Valley , San Fernando , Glendale and Los Angeles .","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Johnson City","NY","New York","Broome",42.12272644,-75.96189117,716,"","Binghamton, NY","0000-00-00 00:00:00"
"Laurel","MT","Montana","Yellowstone",45.66924667,-108.77148438,715,"","Billings, MT","0000-00-00 00:00:00"
"Burlington","NC","North Carolina","Alamance",36.08538818,-79.45045471,714,"","Burlington, NC","0000-00-00 00:00:00"
"Coeur D Alene","ID","Idaho","Kootenai",47.70074844,-116.79163361,714,"","Coeur d'Alene, ID","0000-00-00 00:00:00"
"Whittier","CA","California","Los Angeles",33.96577835,-118.03739929,714,"Whittier Located about 12 miles southeast of Los Angeles, Whittier has a population of 90,000. It has experienced significant growth in the last decade, with the population being only 83,000 in 2000. Back when it was an isolated town, some of Whittier's residents followed the Quaker religion and named the city after John Greenleaf Whittier, a known Quaker poet. To this day, Whittier is still rooted in the Quaker tradition. It is home to Whittier College, where the mascot is ""the poet."" Office space in Whittier : Whittier's location near Los Angeles is a great one for small to mid-size businesses. Here, businesses will find space that fits their needs in converted warehouse spaces, as well as low-rise and loft options. All available office space can be found on Rofo.com. Retail space in Whittier : As a suburb of L.A., Whittier is a family-oriented place. Retailers such as family restaurants, cafes and clothing boutiques will be able to find space in shopping centers or free standing buildings. Industrial space in Whittier : Whittier is home to many warehouse buildings of all sizes. Industrial companies can find space that works for them on Rofo.com. Most warehouses are located in business parks or along the major thoroughfares running through Whittier. Companies looking for space in Whittier also look in nearby Hacienda Heights , Pico Rivera , El Monte and Los Angeles .","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Campbell","CA","California","Santa Clara",37.27913284,-121.95629120,712,"The City of Campbell Located Reacting to the growth in Silicon Valley, Campbell has become a community with a thriving business sector. With convenient freeway and mass transportation access, impressive new office complexes , low property tax and business license fees, Campbell is a perfect site for new businesses looking for a winning combination of location and visibility It offers a diverse mix of retail space , industrial space , flex space , and office space options throughout several parts of the city for a companies commercial real estate needs. Companies looking in Campbell also look in nearby cities such as Cupertino , San Jose , and Sunnyvale . Retail space in Campbell: The City of Campbell has several retail areas located throughout the community that attract both local and regional shoppers. Some recent retailers that have added to Campbell's growth include Whole Foods Market, Home Depot and Fry's Electronics. The Hamilton Avenue exit provides quick and easy access to popular bars and restaurants, bookstores, gourmet grocery stores, office supply outlets, coffee and bagel shops and one-of-a-kind boutiques. Campbell Avenue is becoming a shopping destination for many in the South Bay. It boasts trendy hair salons, exclusive clothing boutiques, breakfast diners, coffee shops, bars, restaurants and upscale interior design stores. Every Sunday, from 9 a.m. to 1 p.m., the downtown farmers market attracts an estimated 2,000 people. The Pruneyard, Hamilton Square, Kirkwood Plaza, San Tomas Plaza and Dell Avenue provide a variety of shopping and entertainment destinations within Campbell's city limits. Office space in Campbell: Many large businesses are located directly off Interstate 880; a major freeway artery The City of Campbell has office developments to meet every need, with additional land available for Class A office development . The city has excellent transportation options and this growing city will soon be faced with the challenge of balancing four new light rail stations and incorporating the mass transit structures into its community. Some office opportunities include direct or shared space at The PruneYard Office Towers, Heritage Village Offices, & 900-910 East Hamilton Campbell offers many attractive properties for rent for South Bay residents who are looking for a new site for their office or commercial space . Campbell offers high rise office space , low rise office space , lofts, and converted warehouse office space . Warehouse space in Campbell: The City's industrial developments allow businesses from a start-up to a multi-national company find their space needs on a for sale or for lease basis. Many small warehouses exist in Campbell and can be found conveniently on the industrial parks that offer good clear height and freeway access. Campbell offers great freeway access Campbell central location offers warehouse space near Interstate 880. Dublin has storage spaces, warehouse spaces , distribution spaces , and manufacturing spaces . Quick Market Stats: There's roughly 2,400,000 square feet of office space with a rough overall vacancy rate of 14%. The average asking rates for Class A office space is $3.50(fs) and Class B office space is $2.00(fs) per square foot per month. The industrial space market is roughly 3,000,000 square feet and has an overall vacancy rate of just 6%. The average lease rate is $1.70 per square foot per month.","San Jose-Sunnyvale-Santa Clara, CA","0000-00-00 00:00:00"
"Kyle","TX","Texas","Caldwell",29.99971008,-97.86846924,712,"","Austin-Round Rock-San Marcos, TX","0000-00-00 00:00:00"
"Noblesville","IN","Indiana","Hamilton",40.05066681,-86.02673340,712,"","Indianapolis-Carmel-Greenwood, IN","0000-00-00 00:00:00"
"Poughkeepsie","NY","New York","Ulster",41.69452667,-73.92205048,712,"","Kingston, NY","0000-00-00 00:00:00"
"Frankfort","KY","Kentucky","Franklin",38.18939590,-84.87148285,711,"","Frankfort, KY","0000-00-00 00:00:00"
"Olean","NY","New York","Cattaraugus",42.08227158,-78.42991638,709,"","Olean, NY","0000-00-00 00:00:00"
"Papillion","NE","Nebraska","Sarpy",41.15579224,-96.04294586,709,"","Omaha, NE-IA","0000-00-00 00:00:00"
"Deerfield Beach","FL","Florida","Palm Beach",26.31050873,-80.12709045,708,"","Miami-Fort Lauderdale-West Palm Beach, FL","0000-00-00 00:00:00"
"Pacific","MO","Missouri","Franklin",38.47912598,-90.75575256,708,"","St. Louis, MO-IL","0000-00-00 00:00:00"
"Shepherdsville","KY","Kentucky","Bullitt",37.99093246,-85.71581268,708,"","Louisville/Jefferson County, KY-IN","0000-00-00 00:00:00"
"Walker","LA","Louisiana","Livingston",30.48746300,-90.86818695,707,"","Baton Rouge, LA","0000-00-00 00:00:00"
"Chesapeake","VA","Virginia","Virginia Beach",36.71239471,-76.23809052,705,"","N,"0000-00-00 00:00:00"
"Vonore","TN","Tennessee","Loudon",35.59401703,-84.22943878,705,"","Knoxville, TN","0000-00-00 00:00:00"
"Big Flats","NY","New York","Steuben",42.14361954,-76.93246460,702,"","Corning, NY","0000-00-00 00:00:00"
"Lady Lake","FL","Florida","Sumter",28.92927361,-81.94624329,702,"","Wildwood-The Villages, FL","0000-00-00 00:00:00"
"New Hartford","NY","New York","Oneida",43.07282639,-75.28920746,702,"","Utica-Rome, NY","0000-00-00 00:00:00"
"Richfield Springs","NY","New York","Herkimer",42.85342789,-74.98510742,702,"","Utica-Rome, NY","0000-00-00 00:00:00"
"San Bruno","CA","California","San Mateo",37.62754059,-122.43138885,701,"San Bruno: San Bruno, incorporated on December 23, 1914, is located on the San Francisco Peninsula 12 miles south of San Francisco, 14 miles north of the San Mateo County seat, Redwood City, and immediately adjacent to the San Francisco International Airport. This proximity is attractive for businesses to base their office space in San Bruno through finding commercial office space listings . Today San Bruno is known as an airport city. Since 1945 the airport has become one of the busiest in the world, and San Bruno has grown into an international city right along with it. These features attract many businesses to find commercial real estate and commercial listings, as well as commercial office space and industrial properties . Many businesses have found it an advantage to find commercial listings in San Bruno. Companies who look for spaces in San Bruno also search in these neighboring cities: Daly City , Millbrae , and South San Francisco. Warehouse space : There are four three major north/south state highways that run through San Bruno: California Highway 35, Interstate 280, and California Highway 82 (El Camino Real). In addition, U.S. Highway 101 is located adjacent to the City's eastern boundary. Because of this easy access to the highway, businesses find it advantageous to locate their industrial space or warehouse property in this city. Interstate 280 and Highway 101 are linked by a short east-west connector freeway, Interstate 380, which runs through the north central part of San Bruno. This easy access to these highways gives another reason to find warehouse space or industrial space listings in San Bruno. Office space : Some modes of transportation include the San Bruno Caltrain Station, which connects cities in San Francisco, San Mateo and Santa Clara counties via high speed trains. The convenient transportation system is plus advantage for businesses that are looking for commercial office space as well as office space property . BART is also a convenient way to commute to San Bruno. It also offers connections around the Bay Area to Amtrak. This makes it an attractive place for companies to base office space in San Bruno. The SFO Airport is served by both BART and bus connections from San Bruno and offers worldwide service for both passengers and freight. SamTrans is the local bus system to get around San Mateo County as well as to San Francisco and Palo. This proximity is attractive for businesses to base their office space in San Bruno through finding commercial office space listings . Many companies like to locate in this city because of its proximity to a very educated work force. Retail space : Retail is largely focused on the shopping centers. They include: San Bruno Towne Center Shopping Center, Bayhill Shopping Center, Portola Highlands Plaza Shopping Center, Mills Park Shopping Center, Tanforan Park Shopping Center, and Skycrest Shopping Center. These shopping centers have significant amounts of small retail spaces that are perfect for small shops and restaurants. These centers also offer many small retail property and commercial leases . San Bruno attracts many residents from surrounding towns and makes it a great location to start a retail business. The attractions that San Bruno offers make it a great place for businesses to find commercial properties for rent or commercial real estate for lease . This central location has lead to many available commercial real estate and commercial listings. This retail space is very easy to find using Rofo . Office Space: Quick Market Stats: There's roughly 1,000,000 square feet of office space with a rough overall vacancy rate of 8.5%. The average asking rates for Class A office space is $4.51(fs) and Class B office space is $2.94(fs) per square foot per month.","San Francisco-Oakland-Fremont, CA","0000-00-00 00:00:00"
"Valparaiso","IN","Indiana","Porter",41.47817993,-87.05527496,701,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Albany","OR","Oregon","Benton",44.61859512,-123.09033966,700,"Albany Albany is a small city in Oregon located about twenty miles south of Salem, the state's capital. There are just under 50,000 residents in this quiet Willamette Valley city. The city of Albany produces zirconium, hafnium and titanium, and is known as the ""rare metals capital of the world."" The area around Albany is also a big agricultural location, with grass seed being the number one export, along with strawberries, corn, mint and hazelnuts. Office space in Albany : Situated close to the state capital, Albany is home to many small and medium-size businesses. Companies can find loft and converted warehouse space throughout the city, with many financial firms located downtown. Retail space in Albany : Albany has many small shopping centers, as well as a nice downtown area that would be great for restaurants, boutiques and caf&eacute;s. Bigger chain retailers can find space for lease in one of the strip malls along the main interstate. Industrial space in Albany : Albany is home to many agricultural distributors who deliver throughout the Willamette Valley. Industrial companies can find warehouse space in many sizes throughout the city. Companies searching for space in Albany also search in nearby Salem and Corvallis .","Corvallis, OR","0000-00-00 00:00:00"
"Medina","OH","Ohio","Medina",41.13803864,-81.86404419,700,"","Cleveland, OH","0000-00-00 00:00:00"
"Petersburg","VA","Virginia","Dinwiddie",37.20730209,-77.39149475,700,"","Richmond, VA","0000-00-00 00:00:00"
"King George","VA","Virginia","King George",38.26848221,-77.18441010,699,"","N,"0000-00-00 00:00:00"
"Union City","CA","California","Alameda",37.60221863,-122.01567841,697,"Union City, CA, is experiencing a stable office leasing market, despite slight fluctuations in vacancy rates, which have hovered around 9 percent recently. Demand has remained steady, driven by a crucial blend of tech startups and established businesses seeking flexible work environments. The growth of coworking spaces has been significant, catering to the increasing desire for adaptable office solutions among small businesses these spaces not only reduce overhead costs but also foster collaboration and networking opportunities. Key health indicators, such as rental rates, show moderate growth, making it a favorable time for small businesses to invest in newer locations. Furthermore, Union Citys strategic position between Oakland and San Jose enhances its appeal, providing access to a diverse talent pool and reinforcing its potential as a regional business hub. Small businesses should consider proximity to transit and community amenities when seeking office space in the area.","San Francisco-Oakland-Fremont, CA","2025-02-07 15:33:23"
"Grand Blanc","MI","Michigan","Genesee",42.92502975,-83.61917114,695,"","Flint, MI","0000-00-00 00:00:00"
"Sumter","SC","South Carolina","Sumter",33.93787384,-80.39250183,695,"","Sumter, SC","0000-00-00 00:00:00"
"Wheat Ridge","CO","Colorado","Jefferson",39.76929092,-105.10973358,694,"","Denver-Aurora-Centennial, CO","0000-00-00 00:00:00"
"Wixom","MI","Michigan","Oakland",42.52440262,-83.53599548,693,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Shawnee","KS","Kansas","Johnson",39.00916290,-94.81127167,690,"","Kansas City, MO-KS","0000-00-00 00:00:00"
"Arvada","CO","Colorado","Jefferson",39.80196381,-105.07659912,688,"If you're looking for commercial real estate for sale or lease in Arvada, CO, you've come to the right place. Arvada is known for many things, from being the site of the first gold strike in Colorado to now being one of the best places to live in the Denver area. Many residents from Arvada work in healthcare, tech and finance, while many businesses are coming to the Denver/Arvada community. Arvada is a growing community, with a lot of upside potential which makes Arvada a very inviting place to open an office or business. Buy or rent the perfect office space for your business in Arvada, CO. Whether you're searching for new office space, a retail store, or a warehouse, we can help connect you with Arvada brokers and landlords that can meet your exact needs.","Denver-Aurora-Centennial, CO","2021-07-13 16:30:21"
"Wickenburg","AZ","Arizona","Maricopa",33.96426010,-112.75377655,688,"","Phoenix-Mesa-Chandler, AZ","0000-00-00 00:00:00"
"Windsor","CO","Colorado","Weld",40.46534729,-104.90772247,688,"","Greeley, CO","0000-00-00 00:00:00"
"Mooresville","NC","North Carolina","Iredell",35.57779312,-80.81869507,687,"","Charlotte-Concord-Gastonia, NC-SC","0000-00-00 00:00:00"
"Palmdale","CA","California","Los Angeles",34.57977676,-118.12953186,683,"Palmdale Located in the northeastern most part of Los Angeles County, Palmdale is a city with around 150,000 residents. It is separated from the LA area by the San Gabriel Mountain range. Palmdale is the largest ""desert city"" in California, and also one of the largest cities in the U.S. that is not serviced by an interstate or a U.S. Highway. Office space in Palmdale : There are many available office spaces in Palmdale. In the last decade, many businesses have moved to the Palmdale area from LA for more affordable options. High and low-rise spaces can be found, as well as lofts and converted warehouses. Retail space in Palmdale : Although the Antelope Valley Mall is the premier shopping center for the Palmdale area, there are many other options for retailers throughout the city. Family restaurants, convenience stores and clothing retailers will be able to find spaces that fit their needs. Industrial space in Palmdale : The most important industry in Palmdale is the aerospace industry. Recently, many other manufacturers have relocated to Palmdale for more affordable land and special tax breaks, as well as a proximity to the local airport. Warehouse and industrial spaces are available throughout Palmdale at affordable prices. Businesses searching for space in Palmdale also look in nearby Lancaster.","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Pearl","MS","Mississippi","Rankin",32.26672363,-90.10446167,682,"","Jackson, MS","0000-00-00 00:00:00"
"Copperas Cove","TX","Texas","Bell",31.11859894,-97.89904785,681,"","Killeen-Temple, TX","0000-00-00 00:00:00"
"North Fort Myers","FL","Florida","Lee",26.70413780,-81.89486694,680,"","Cape Coral-Fort Myers, FL","0000-00-00 00:00:00"
"Clarkston","MI","Michigan","Oakland",42.73349762,-83.41857910,679,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Hemet","CA","California","Riverside",33.73860931,-116.98908234,679,"","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Enterprise","AL","Alabama","Coffee",31.32797813,-85.84696198,678,"","Enterprise, AL","0000-00-00 00:00:00"
"Itasca","IL","Illinois","Cook",41.97596359,-88.02379608,678,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Des Plaines","IL","Illinois","Cook",42.04769516,-87.88603210,676,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Holly Ridge","NC","North Carolina","Onslow",34.49552536,-77.55460358,676,"","Jacksonville, NC","0000-00-00 00:00:00"
"Bedford","NH","New Hampshire","Hillsborough",42.94474411,-71.51477051,673,"","Manchester-Nashua, NH","0000-00-00 00:00:00"
"Endicott","NY","New York","Broome",42.09807587,-76.06549072,673,"","Binghamton, NY","0000-00-00 00:00:00"
"Georgetown","KY","Kentucky","Scott",38.22369385,-84.56679535,672,"","Lexington-Fayette, KY","0000-00-00 00:00:00"
"Rowlett","TX","Texas","Rockwall",32.91418457,-96.55571747,672,"","Dallas-Fort Worth-Arlington, TX","0000-00-00 00:00:00"
"Yucaipa","CA","California","San Bernardino",34.03387833,-117.03881073,672,"Yucaipa was incorporated in 1989. Since that time, the community has experienced a significant level of growth to the current population of approximately 50,500 residents. Strategically located 75 miles east of Los Angeles, with 4 miles of mostly undeveloped frontage on Interstate 10, Yucaipa offers exceptional development opportunities to new or expanding businesses. The City's immediate market area population currently exceeds 75,000 residents, and with strong growth projected to occur for several more decades, Yucaipa will remain a highly desirable location for new investments. Local government is business friendly and fiscally sound - there are no utility taxes levied on residents or businesses, and recent improvements to waste water treatment and water supply systems provide adequate capacity to meet almost any need. Long known as one of the premier residential communities of the Inland Empire, Yucaipa also provides one of the greatest untapped economic development opportunities in the Southern California region.Yucaipa is a city located 10 miles east of San Bernadino in San Bernadino County, California. Businesses looking for space also would consider locating in San Bernardino , Redlands , Colton , Moreno Valley . Retail space in Yucaipa : The Historic downtown is home to numerous shops and restaurants. An ambitious program to revitalize the Uptown Business District is currently underway with the Yucaipa Redevelopment Agency, and Agency assistance with other commercial/industrial development projects may be available. Office space in Yucaipa : Yucaipa Boulevard is a main toroughfare in the city for offices. Options include high and low-rise spaces as well as loft spaces and converted warehouses. Other options throughout the city can be found on Rofo.com Industrial space in Yucaipa : Yucaipa Boulevard is also a geat place for industrial businesses as well. Many options include office space and can be found with roll up doors or dock doors. Warehouses of all sizes are available in Yucaipa.","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Erie","PA","Pennsylvania","Erie",42.12356949,-80.08129883,671,"","Erie, PA","0000-00-00 00:00:00"
"Beaverton","OR","Oregon","Washington",45.48688889,-122.80402374,666,"Beaverton With a population of just under 90,000; Beaverton sits 7 miles west of Portland in Washington County. It is home to the world headquarters of Nike. The city is also a part of the Silicon Forest, making it home to numerous technology firms and organizations. An international airport is located minutes away, and there are over 100 parks covering 1,000 total acres throughout the city. Office space in Beaverton : The area in and around Beaverton is known as Silicon Forest, and is home to many technology firms. Other big fields contributing to the local economy include export trade, apparel, and manufacturing. Businesses of all types are welcome in Beaverton and will have luck finding a space on Rofo.com. Most offices in this area are low-rise and converted warehouse spaces that range in size and layout. Retail space in Beaverton : As a suburb of Portland in which many families live, Beaverton is a great location for retailers. Companies looking to open a retail business in Beaverton can look in shopping centers, as well as individual spaces. Family restaurants, clothing shops and family entertainment centers are great retail ideas for the Beaverton area. Industrial space in Beaverton : The area around Beaverton is filled with available warehouse space. With Highway 26 and the 217 Freeway running through the city, Beaverton is a great location for distributors. Industrial spaces of all sizes can be found in Beaverton. Companies looking for space in Beaverton also look in nearby Portland , Tualatin and Hillsboro .","Portland-Vancouver-Hillsboro, OR-WA","0000-00-00 00:00:00"
"Belle Chasse","LA","Louisiana","Jefferson",29.84166336,-89.99774170,666,"","New Orleans-Metairie, LA","0000-00-00 00:00:00"
